#format table ## [WaveView Analyzer] saved 00:04:16 Sat Jan  3 2015
TIME ,i(vsleep):pwidth=4.3e-08 ,i(vsleep):pwidth=8.6e-08 ,i(vsleep):pwidth=1.29e-07 ,i(vsleep):pwidth=1.72e-07 ,i(vsleep):pwidth=2.15e-07 ,i(vsleep):pwidth=2.58e-07 ,i(vsleep):pwidth=3.01e-07 ,i(vsleep):pwidth=3.44e-07 ,i(vsleep):pwidth=3.87e-07 ,i(vsleep):pwidth=4.3e-07 ,i(vsleep):pwidth=4.73e-07 ,i(vsleep):pwidth=5.16e-07 ,i(vsleep):pwidth=5.59e-07 ,i(vsleep):pwidth=6.02e-07 ,i(vsleep):pwidth=6.45e-07 ,i(vsleep):pwidth=6.88e-07 ,i(vsleep):pwidth=7.31e-07 ,i(vsleep):pwidth=7.74e-07 ,i(vsleep):pwidth=8.17e-07 ,i(vsleep):pwidth=8.6e-07 ,i(vsleep):pwidth=9.03e-07 ,i(vsleep):pwidth=9.46e-07 ,i(vsleep):pwidth=9.89e-07 ,i(vsleep):pwidth=1.032e-06 ,i(vsleep):pwidth=1.075e-06 ,i(vsleep):pwidth=1.118e-06 ,i(vsleep):pwidth=1.161e-06 ,i(vsleep):pwidth=1.204e-06 ,i(vsleep):pwidth=1.247e-06 ,i(vsleep):pwidth=1.29e-06 ,i(vsleep):pwidth=1.333e-06 ,i(vsleep):pwidth=1.376e-06 ,i(vsleep):pwidth=1.419e-06 ,i(vsleep):pwidth=1.462e-06 ,i(vsleep):pwidth=1.505e-06 ,i(vsleep):pwidth=1.548e-06 ,i(vsleep):pwidth=1.591e-06 ,i(vsleep):pwidth=1.634e-06 ,i(vsleep):pwidth=1.677e-06 ,i(vsleep):pwidth=1.72e-06 ,i(vsleep):pwidth=1.763e-06 ,i(vsleep):pwidth=1.806e-06 ,i(vsleep):pwidth=1.849e-06 ,i(vsleep):pwidth=1.892e-06 ,i(vsleep):pwidth=1.935e-06 ,i(vsleep):pwidth=1.978e-06 ,i(vsleep):pwidth=2.021e-06 ,i(vsleep):pwidth=2.064e-06 ,i(vsleep):pwidth=2.107e-06 ,i(vsleep):pwidth=2.15e-06 
 6.6460005E-13 ,-3.4626586E-05 ,-7.9266806E-05 ,-1.2367144E-04 ,-1.6793944E-04 ,-2.1210817E-04 ,-2.5619261E-04 ,-3.0021477E-04 ,-3.4414307E-04 ,-3.8798849E-04 ,-4.3174518E-04 ,-4.7540591E-04 ,-5.1896163E-04 ,-5.6240444E-04 ,-6.0571909E-04 ,-6.4889575E-04 ,-6.9192201E-04 ,-7.3478462E-04 ,-7.7747019E-04 ,-8.1996501E-04 ,-8.6225496E-04 ,-9.0432591E-04 ,-9.4616375E-04 ,-9.8775437E-04 ,-1.0290839E-03 ,-1.0701387E-03 ,-1.1109053E-03 ,-1.1513706E-03 ,-1.1915222E-03 ,-1.2313478E-03 ,-1.2708356E-03 ,-1.3099748E-03 ,-1.3487546E-03 ,-1.3871529E-03 ,-1.4251716E-03 ,-1.4628019E-03 ,-1.5000356E-03 ,-1.5368650E-03 ,-1.5732830E-03 ,-1.6092832E-03 ,-1.6448595E-03 ,-1.6800066E-03 ,-1.7147199E-03 ,-1.7489949E-03 ,-1.7828278E-03 ,-1.8162155E-03 ,-1.8491551E-03 ,-1.8816442E-03 ,-1.9136810E-03 ,-1.9452641E-03 ,-1.9763922E-03 
 6.6460363E-13 ,-3.4626914E-05 ,-7.9267538E-05 ,-1.2367256E-04 ,-1.6794095E-04 ,-2.1211007E-04 ,-2.5619488E-04 ,-3.0021743E-04 ,-3.4414611E-04 ,-3.8799191E-04 ,-4.3174899E-04 ,-4.7541011E-04 ,-5.1896623E-04 ,-5.6240943E-04 ,-6.0572449E-04 ,-6.4890155E-04 ,-6.9192823E-04 ,-7.3479125E-04 ,-7.7747725E-04 ,-8.1997249E-04 ,-8.6226286E-04 ,-9.0433424E-04 ,-9.4617252E-04 ,-9.8776357E-04 ,-1.0290936E-03 ,-1.0701488E-03 ,-1.1109158E-03 ,-1.1513816E-03 ,-1.1915336E-03 ,-1.2313597E-03 ,-1.2708479E-03 ,-1.3099875E-03 ,-1.3487561E-03 ,-1.3871546E-03 ,-1.4251736E-03 ,-1.4628040E-03 ,-1.5000380E-03 ,-1.5368675E-03 ,-1.5732858E-03 ,-1.6092862E-03 ,-1.6448628E-03 ,-1.6800102E-03 ,-1.7147237E-03 ,-1.7489990E-03 ,-1.7828322E-03 ,-1.8162201E-03 ,-1.8491600E-03 ,-1.8816495E-03 ,-1.9136866E-03 ,-1.9452699E-03 ,-1.9763984E-03 
 6.6460715E-13 ,-3.4627237E-05 ,-7.9268260E-05 ,-1.2367367E-04 ,-1.6794244E-04 ,-2.1211193E-04 ,-2.5619712E-04 ,-3.0022005E-04 ,-3.4414910E-04 ,-3.8799528E-04 ,-4.3175274E-04 ,-4.7541425E-04 ,-5.1897076E-04 ,-5.6241435E-04 ,-6.0572980E-04 ,-6.4890727E-04 ,-6.9193435E-04 ,-7.3479779E-04 ,-7.7748419E-04 ,-8.1997985E-04 ,-8.6227065E-04 ,-9.0434245E-04 ,-9.4618115E-04 ,-9.8777263E-04 ,-1.0291031E-03 ,-1.0701587E-03 ,-1.1109261E-03 ,-1.1513924E-03 ,-1.1915448E-03 ,-1.2313713E-03 ,-1.2708600E-03 ,-1.3099888E-03 ,-1.3487576E-03 ,-1.3871563E-03 ,-1.4251754E-03 ,-1.4628061E-03 ,-1.5000402E-03 ,-1.5368701E-03 ,-1.5732885E-03 ,-1.6092892E-03 ,-1.6448661E-03 ,-1.6800137E-03 ,-1.7147275E-03 ,-1.7490030E-03 ,-1.7828365E-03 ,-1.8162247E-03 ,-1.8491649E-03 ,-1.8816546E-03 ,-1.9136921E-03 ,-1.9452757E-03 ,-1.9764045E-03 
 6.6461056E-13 ,-3.4627550E-05 ,-7.9268959E-05 ,-1.2367474E-04 ,-1.6794388E-04 ,-2.1211374E-04 ,-2.5619929E-04 ,-3.0022258E-04 ,-3.4415200E-04 ,-3.8799855E-04 ,-4.3175638E-04 ,-4.7541826E-04 ,-5.1897515E-04 ,-5.6241912E-04 ,-6.0573496E-04 ,-6.4891281E-04 ,-6.9194029E-04 ,-7.3480412E-04 ,-7.7749093E-04 ,-8.1998699E-04 ,-8.6227819E-04 ,-9.0435041E-04 ,-9.4618952E-04 ,-9.8778141E-04 ,-1.0291123E-03 ,-1.0701683E-03 ,-1.1109362E-03 ,-1.1514028E-03 ,-1.1915557E-03 ,-1.2313826E-03 ,-1.2708611E-03 ,-1.3099901E-03 ,-1.3487591E-03 ,-1.3871579E-03 ,-1.4251772E-03 ,-1.4628081E-03 ,-1.5000425E-03 ,-1.5368725E-03 ,-1.5732912E-03 ,-1.6092921E-03 ,-1.6448692E-03 ,-1.6800171E-03 ,-1.7147311E-03 ,-1.7490069E-03 ,-1.7828407E-03 ,-1.8162292E-03 ,-1.8491696E-03 ,-1.8816597E-03 ,-1.9136974E-03 ,-1.9452813E-03 ,-1.9764104E-03 
 6.6461398E-13 ,-3.4627863E-05 ,-7.9269658E-05 ,-1.2367582E-04 ,-1.6794532E-04 ,-2.1211554E-04 ,-2.5620146E-04 ,-3.0022512E-04 ,-3.4415490E-04 ,-3.8800182E-04 ,-4.3176002E-04 ,-4.7542227E-04 ,-5.1897953E-04 ,-5.6242389E-04 ,-6.0574011E-04 ,-6.4891836E-04 ,-6.9194622E-04 ,-7.3481045E-04 ,-7.7749766E-04 ,-8.1999413E-04 ,-8.6228574E-04 ,-9.0435836E-04 ,-9.4619789E-04 ,-9.8779019E-04 ,-1.0291215E-03 ,-1.0701779E-03 ,-1.1109462E-03 ,-1.1514133E-03 ,-1.1915666E-03 ,-1.2313836E-03 ,-1.2708622E-03 ,-1.3099914E-03 ,-1.3487605E-03 ,-1.3871596E-03 ,-1.4251791E-03 ,-1.4628102E-03 ,-1.5000447E-03 ,-1.5368749E-03 ,-1.5732939E-03 ,-1.6092950E-03 ,-1.6448723E-03 ,-1.6800205E-03 ,-1.7147348E-03 ,-1.7490109E-03 ,-1.7828449E-03 ,-1.8162336E-03 ,-1.8491744E-03 ,-1.8816647E-03 ,-1.9137027E-03 ,-1.9452869E-03 ,-1.9764163E-03 
 6.6461734E-13 ,-3.4628171E-05 ,-7.9270346E-05 ,-1.2367687E-04 ,-1.6794674E-04 ,-2.1211732E-04 ,-2.5620360E-04 ,-3.0022761E-04 ,-3.4415775E-04 ,-3.8800503E-04 ,-4.3176360E-04 ,-4.7542622E-04 ,-5.1898385E-04 ,-5.6242858E-04 ,-6.0574518E-04 ,-6.4892381E-04 ,-6.9195207E-04 ,-7.3481668E-04 ,-7.7750429E-04 ,-8.2000115E-04 ,-8.6229316E-04 ,-9.0436619E-04 ,-9.4620612E-04 ,-9.8779884E-04 ,-1.0291305E-03 ,-1.0701874E-03 ,-1.1109561E-03 ,-1.1514236E-03 ,-1.1915674E-03 ,-1.2313845E-03 ,-1.2708633E-03 ,-1.3099926E-03 ,-1.3487620E-03 ,-1.3871612E-03 ,-1.4251809E-03 ,-1.4628121E-03 ,-1.5000469E-03 ,-1.5368773E-03 ,-1.5732965E-03 ,-1.6092978E-03 ,-1.6448754E-03 ,-1.6800238E-03 ,-1.7147384E-03 ,-1.7490147E-03 ,-1.7828490E-03 ,-1.8162380E-03 ,-1.8491790E-03 ,-1.8816696E-03 ,-1.9137079E-03 ,-1.9452924E-03 ,-1.9764221E-03 
 6.6462059E-13 ,-3.4628469E-05 ,-7.9271012E-05 ,-1.2367790E-04 ,-1.6794811E-04 ,-2.1211904E-04 ,-2.5620567E-04 ,-3.0023003E-04 ,-3.4416051E-04 ,-3.8800815E-04 ,-4.3176706E-04 ,-4.7543004E-04 ,-5.1898803E-04 ,-5.6243313E-04 ,-6.0575009E-04 ,-6.4892909E-04 ,-6.9195772E-04 ,-7.3482272E-04 ,-7.7751070E-04 ,-8.2000795E-04 ,-8.6230035E-04 ,-9.0437377E-04 ,-9.4621409E-04 ,-9.8780720E-04 ,-1.0291393E-03 ,-1.0701965E-03 ,-1.1109656E-03 ,-1.1514242E-03 ,-1.1915682E-03 ,-1.2313854E-03 ,-1.2708644E-03 ,-1.3099939E-03 ,-1.3487633E-03 ,-1.3871627E-03 ,-1.4251826E-03 ,-1.4628141E-03 ,-1.5000490E-03 ,-1.5368797E-03 ,-1.5732990E-03 ,-1.6093006E-03 ,-1.6448784E-03 ,-1.6800270E-03 ,-1.7147419E-03 ,-1.7490184E-03 ,-1.7828530E-03 ,-1.8162423E-03 ,-1.8491835E-03 ,-1.8816744E-03 ,-1.9137130E-03 ,-1.9452977E-03 ,-1.9764277E-03 
 6.6462385E-13 ,-3.4628767E-05 ,-7.9271678E-05 ,-1.2367892E-04 ,-1.6794949E-04 ,-2.1212076E-04 ,-2.5620773E-04 ,-3.0023244E-04 ,-3.4416328E-04 ,-3.8801126E-04 ,-4.3177053E-04 ,-4.7543386E-04 ,-5.1899221E-04 ,-5.6243767E-04 ,-6.0575500E-04 ,-6.4893437E-04 ,-6.9196337E-04 ,-7.3482875E-04 ,-7.7751712E-04 ,-8.2001475E-04 ,-8.6230754E-04 ,-9.0438135E-04 ,-9.4622206E-04 ,-9.8781556E-04 ,-1.0291480E-03 ,-1.0702057E-03 ,-1.1109662E-03 ,-1.1514249E-03 ,-1.1915690E-03 ,-1.2313863E-03 ,-1.2708654E-03 ,-1.3099951E-03 ,-1.3487647E-03 ,-1.3871643E-03 ,-1.4251843E-03 ,-1.4628160E-03 ,-1.5000511E-03 ,-1.5368820E-03 ,-1.5733016E-03 ,-1.6093034E-03 ,-1.6448814E-03 ,-1.6800303E-03 ,-1.7147453E-03 ,-1.7490221E-03 ,-1.7828569E-03 ,-1.8162465E-03 ,-1.8491880E-03 ,-1.8816792E-03 ,-1.9137180E-03 ,-1.9453031E-03 ,-1.9764333E-03 
 6.6462699E-13 ,-3.4629056E-05 ,-7.9272321E-05 ,-1.2367991E-04 ,-1.6795081E-04 ,-2.1212243E-04 ,-2.5620973E-04 ,-3.0023477E-04 ,-3.4416595E-04 ,-3.8801427E-04 ,-4.3177388E-04 ,-4.7543755E-04 ,-5.1899625E-04 ,-5.6244206E-04 ,-6.0575975E-04 ,-6.4893947E-04 ,-6.9196884E-04 ,-7.3483458E-04 ,-7.7752332E-04 ,-8.2002132E-04 ,-8.6231448E-04 ,-9.0438867E-04 ,-9.4622976E-04 ,-9.8782365E-04 ,-1.0291565E-03 ,-1.0702061E-03 ,-1.1109667E-03 ,-1.1514255E-03 ,-1.1915697E-03 ,-1.2313872E-03 ,-1.2708664E-03 ,-1.3099962E-03 ,-1.3487660E-03 ,-1.3871658E-03 ,-1.4251860E-03 ,-1.4628178E-03 ,-1.5000532E-03 ,-1.5368842E-03 ,-1.5733040E-03 ,-1.6093060E-03 ,-1.6448843E-03 ,-1.6800334E-03 ,-1.7147487E-03 ,-1.7490257E-03 ,-1.7828608E-03 ,-1.8162506E-03 ,-1.8491924E-03 ,-1.8816838E-03 ,-1.9137229E-03 ,-1.9453082E-03 ,-1.9764387E-03 
 6.6463013E-13 ,-3.4629344E-05 ,-7.9272965E-05 ,-1.2368090E-04 ,-1.6795214E-04 ,-2.1212409E-04 ,-2.5621173E-04 ,-3.0023711E-04 ,-3.4416862E-04 ,-3.8801727E-04 ,-4.3177722E-04 ,-4.7544124E-04 ,-5.1900029E-04 ,-5.6244645E-04 ,-6.0576449E-04 ,-6.4894458E-04 ,-6.9197430E-04 ,-7.3484041E-04 ,-7.7752951E-04 ,-8.2002789E-04 ,-8.6232143E-04 ,-9.0439599E-04 ,-9.4623747E-04 ,-9.8783174E-04 ,-1.0291568E-03 ,-1.0702065E-03 ,-1.1109672E-03 ,-1.1514261E-03 ,-1.1915705E-03 ,-1.2313881E-03 ,-1.2708675E-03 ,-1.3099974E-03 ,-1.3487674E-03 ,-1.3871673E-03 ,-1.4251877E-03 ,-1.4628197E-03 ,-1.5000552E-03 ,-1.5368865E-03 ,-1.5733065E-03 ,-1.6093087E-03 ,-1.6448872E-03 ,-1.6800365E-03 ,-1.7147520E-03 ,-1.7490293E-03 ,-1.7828646E-03 ,-1.8162547E-03 ,-1.8491967E-03 ,-1.8816884E-03 ,-1.9137278E-03 ,-1.9453134E-03 ,-1.9764442E-03 
 6.6463322E-13 ,-3.4629627E-05 ,-7.9273598E-05 ,-1.2368187E-04 ,-1.6795345E-04 ,-2.1212572E-04 ,-2.5621369E-04 ,-3.0023940E-04 ,-3.4417124E-04 ,-3.8802023E-04 ,-4.3178052E-04 ,-4.7544487E-04 ,-5.1900426E-04 ,-5.6245076E-04 ,-6.0576915E-04 ,-6.4894959E-04 ,-6.9197967E-04 ,-7.3484614E-04 ,-7.7753561E-04 ,-8.2003435E-04 ,-8.6232825E-04 ,-9.0440319E-04 ,-9.4624504E-04 ,-9.8783197E-04 ,-1.0291571E-03 ,-1.0702070E-03 ,-1.1109677E-03 ,-1.1514268E-03 ,-1.1915712E-03 ,-1.2313890E-03 ,-1.2708685E-03 ,-1.3099986E-03 ,-1.3487687E-03 ,-1.3871687E-03 ,-1.4251893E-03 ,-1.4628215E-03 ,-1.5000572E-03 ,-1.5368887E-03 ,-1.5733089E-03 ,-1.6093113E-03 ,-1.6448901E-03 ,-1.6800396E-03 ,-1.7147553E-03 ,-1.7490329E-03 ,-1.7828684E-03 ,-1.8162587E-03 ,-1.8492010E-03 ,-1.8816929E-03 ,-1.9137326E-03 ,-1.9453184E-03 ,-1.9764495E-03 
 6.6463626E-13 ,-3.4629905E-05 ,-7.9274219E-05 ,-1.2368282E-04 ,-1.6795473E-04 ,-2.1212733E-04 ,-2.5621562E-04 ,-3.0024165E-04 ,-3.4417382E-04 ,-3.8802314E-04 ,-4.3178375E-04 ,-4.7544843E-04 ,-5.1900816E-04 ,-5.6245500E-04 ,-6.0577374E-04 ,-6.4895452E-04 ,-6.9198495E-04 ,-7.3485177E-04 ,-7.7754159E-04 ,-8.2004070E-04 ,-8.6233496E-04 ,-9.0441026E-04 ,-9.4624519E-04 ,-9.8783220E-04 ,-1.0291575E-03 ,-1.0702074E-03 ,-1.1109682E-03 ,-1.1514274E-03 ,-1.1915719E-03 ,-1.2313899E-03 ,-1.2708695E-03 ,-1.3099997E-03 ,-1.3487700E-03 ,-1.3871702E-03 ,-1.4251909E-03 ,-1.4628233E-03 ,-1.5000592E-03 ,-1.5368909E-03 ,-1.5733113E-03 ,-1.6093139E-03 ,-1.6448928E-03 ,-1.6800426E-03 ,-1.7147586E-03 ,-1.7490363E-03 ,-1.7828721E-03 ,-1.8162627E-03 ,-1.8492052E-03 ,-1.8816974E-03 ,-1.9137373E-03 ,-1.9453234E-03 ,-1.9764547E-03 
 6.6463924E-13 ,-3.4630179E-05 ,-7.9274830E-05 ,-1.2368376E-04 ,-1.6795599E-04 ,-2.1212891E-04 ,-2.5621752E-04 ,-3.0024387E-04 ,-3.4417635E-04 ,-3.8802599E-04 ,-4.3178692E-04 ,-4.7545194E-04 ,-5.1901199E-04 ,-5.6245917E-04 ,-6.0577824E-04 ,-6.4895936E-04 ,-6.9199013E-04 ,-7.3485730E-04 ,-7.7754747E-04 ,-8.2004693E-04 ,-8.6234155E-04 ,-9.0441035E-04 ,-9.4624535E-04 ,-9.8783243E-04 ,-1.0291578E-03 ,-1.0702078E-03 ,-1.1109687E-03 ,-1.1514280E-03 ,-1.1915727E-03 ,-1.2313907E-03 ,-1.2708705E-03 ,-1.3100008E-03 ,-1.3487712E-03 ,-1.3871716E-03 ,-1.4251925E-03 ,-1.4628251E-03 ,-1.5000612E-03 ,-1.5368930E-03 ,-1.5733136E-03 ,-1.6093164E-03 ,-1.6448956E-03 ,-1.6800455E-03 ,-1.7147618E-03 ,-1.7490398E-03 ,-1.7828758E-03 ,-1.8162666E-03 ,-1.8492093E-03 ,-1.8817018E-03 ,-1.9137419E-03 ,-1.9453283E-03 ,-1.9764599E-03 
 6.6464222E-13 ,-3.4630452E-05 ,-7.9275440E-05 ,-1.2368470E-04 ,-1.6795725E-04 ,-2.1213048E-04 ,-2.5621941E-04 ,-3.0024608E-04 ,-3.4417888E-04 ,-3.8802884E-04 ,-4.3179010E-04 ,-4.7545544E-04 ,-5.1901582E-04 ,-5.6246333E-04 ,-6.0578273E-04 ,-6.4896420E-04 ,-6.9199532E-04 ,-7.3486283E-04 ,-7.7755335E-04 ,-8.2005316E-04 ,-8.6234158E-04 ,-9.0441044E-04 ,-9.4624550E-04 ,-9.8783265E-04 ,-1.0291581E-03 ,-1.0702082E-03 ,-1.1109692E-03 ,-1.1514286E-03 ,-1.1915734E-03 ,-1.2313915E-03 ,-1.2708714E-03 ,-1.3100019E-03 ,-1.3487725E-03 ,-1.3871730E-03 ,-1.4251941E-03 ,-1.4628268E-03 ,-1.5000631E-03 ,-1.5368951E-03 ,-1.5733159E-03 ,-1.6093190E-03 ,-1.6448983E-03 ,-1.6800485E-03 ,-1.7147649E-03 ,-1.7490432E-03 ,-1.7828794E-03 ,-1.8162704E-03 ,-1.8492135E-03 ,-1.8817061E-03 ,-1.9137465E-03 ,-1.9453332E-03 ,-1.9764650E-03 
 6.6464515E-13 ,-3.4630720E-05 ,-7.9276039E-05 ,-1.2368562E-04 ,-1.6795848E-04 ,-2.1213203E-04 ,-2.5622127E-04 ,-3.0024825E-04 ,-3.4418137E-04 ,-3.8803164E-04 ,-4.3179322E-04 ,-4.7545888E-04 ,-5.1901958E-04 ,-5.6246742E-04 ,-6.0578715E-04 ,-6.4896895E-04 ,-6.9200040E-04 ,-7.3486825E-04 ,-7.7755912E-04 ,-8.2005314E-04 ,-8.6234160E-04 ,-9.0441052E-04 ,-9.4624565E-04 ,-9.8783287E-04 ,-1.0291584E-03 ,-1.0702085E-03 ,-1.1109697E-03 ,-1.1514292E-03 ,-1.1915741E-03 ,-1.2313924E-03 ,-1.2708724E-03 ,-1.3100030E-03 ,-1.3487737E-03 ,-1.3871744E-03 ,-1.4251957E-03 ,-1.4628286E-03 ,-1.5000650E-03 ,-1.5368972E-03 ,-1.5733182E-03 ,-1.6093215E-03 ,-1.6449010E-03 ,-1.6800514E-03 ,-1.7147681E-03 ,-1.7490465E-03 ,-1.7828830E-03 ,-1.8162743E-03 ,-1.8492175E-03 ,-1.8817104E-03 ,-1.9137511E-03 ,-1.9453380E-03 ,-1.9764701E-03 
 6.6464802E-13 ,-3.4630984E-05 ,-7.9276627E-05 ,-1.2368652E-04 ,-1.6795969E-04 ,-2.1213355E-04 ,-2.5622310E-04 ,-3.0025039E-04 ,-3.4418381E-04 ,-3.8803439E-04 ,-4.3179628E-04 ,-4.7546225E-04 ,-5.1902327E-04 ,-5.6247143E-04 ,-6.0579149E-04 ,-6.4897361E-04 ,-6.9200540E-04 ,-7.3487358E-04 ,-7.7755906E-04 ,-8.2005311E-04 ,-8.6234163E-04 ,-9.0441060E-04 ,-9.4624580E-04 ,-9.8783309E-04 ,-1.0291587E-03 ,-1.0702089E-03 ,-1.1109702E-03 ,-1.1514298E-03 ,-1.1915748E-03 ,-1.2313932E-03 ,-1.2708733E-03 ,-1.3100041E-03 ,-1.3487750E-03 ,-1.3871758E-03 ,-1.4251972E-03 ,-1.4628303E-03 ,-1.5000669E-03 ,-1.5368993E-03 ,-1.5733205E-03 ,-1.6093239E-03 ,-1.6449037E-03 ,-1.6800543E-03 ,-1.7147711E-03 ,-1.7490498E-03 ,-1.7828865E-03 ,-1.8162780E-03 ,-1.8492215E-03 ,-1.8817147E-03 ,-1.9137555E-03 ,-1.9453427E-03 ,-1.9764750E-03 
 6.6465090E-13 ,-3.4631247E-05 ,-7.9277216E-05 ,-1.2368742E-04 ,-1.6796091E-04 ,-2.1213507E-04 ,-2.5622492E-04 ,-3.0025252E-04 ,-3.4418625E-04 ,-3.8803714E-04 ,-4.3179934E-04 ,-4.7546562E-04 ,-5.1902697E-04 ,-5.6247544E-04 ,-6.0579582E-04 ,-6.4897828E-04 ,-6.9201039E-04 ,-7.3487348E-04 ,-7.7755899E-04 ,-8.2005309E-04 ,-8.6234166E-04 ,-9.0441069E-04 ,-9.4624594E-04 ,-9.8783331E-04 ,-1.0291590E-03 ,-1.0702093E-03 ,-1.1109707E-03 ,-1.1514303E-03 ,-1.1915755E-03 ,-1.2313940E-03 ,-1.2708743E-03 ,-1.3100052E-03 ,-1.3487762E-03 ,-1.3871772E-03 ,-1.4251987E-03 ,-1.4628320E-03 ,-1.5000688E-03 ,-1.5369013E-03 ,-1.5733227E-03 ,-1.6093264E-03 ,-1.6449063E-03 ,-1.6800571E-03 ,-1.7147742E-03 ,-1.7490531E-03 ,-1.7828900E-03 ,-1.8162817E-03 ,-1.8492255E-03 ,-1.8817189E-03 ,-1.9137600E-03 ,-1.9453474E-03 ,-1.9764800E-03 
 6.6465377E-13 ,-3.4631511E-05 ,-7.9277804E-05 ,-1.2368833E-04 ,-1.6796212E-04 ,-2.1213659E-04 ,-2.5622675E-04 ,-3.0025465E-04 ,-3.4418869E-04 ,-3.8803989E-04 ,-4.3180240E-04 ,-4.7546900E-04 ,-5.1903066E-04 ,-5.6247945E-04 ,-6.0580016E-04 ,-6.4898294E-04 ,-6.9201026E-04 ,-7.3487338E-04 ,-7.7755893E-04 ,-8.2005307E-04 ,-8.6234169E-04 ,-9.0441077E-04 ,-9.4624609E-04 ,-9.8783353E-04 ,-1.0291593E-03 ,-1.0702097E-03 ,-1.1109711E-03 ,-1.1514309E-03 ,-1.1915762E-03 ,-1.2313948E-03 ,-1.2708752E-03 ,-1.3100063E-03 ,-1.3487774E-03 ,-1.3871785E-03 ,-1.4252003E-03 ,-1.4628337E-03 ,-1.5000706E-03 ,-1.5369034E-03 ,-1.5733250E-03 ,-1.6093288E-03 ,-1.6449090E-03 ,-1.6800600E-03 ,-1.7147773E-03 ,-1.7490564E-03 ,-1.7828935E-03 ,-1.8162855E-03 ,-1.8492295E-03 ,-1.8817231E-03 ,-1.9137645E-03 ,-1.9453521E-03 ,-1.9764850E-03 
 6.6465664E-13 ,-3.4631774E-05 ,-7.9278392E-05 ,-1.2368923E-04 ,-1.6796333E-04 ,-2.1213811E-04 ,-2.5622857E-04 ,-3.0025678E-04 ,-3.4419113E-04 ,-3.8804264E-04 ,-4.3180546E-04 ,-4.7547237E-04 ,-5.1903435E-04 ,-5.6248347E-04 ,-6.0580450E-04 ,-6.4898278E-04 ,-6.9201013E-04 ,-7.3487328E-04 ,-7.7755886E-04 ,-8.2005305E-04 ,-8.6234171E-04 ,-9.0441085E-04 ,-9.4624623E-04 ,-9.8783374E-04 ,-1.0291596E-03 ,-1.0702101E-03 ,-1.1109716E-03 ,-1.1514315E-03 ,-1.1915769E-03 ,-1.2313956E-03 ,-1.2708761E-03 ,-1.3100073E-03 ,-1.3487786E-03 ,-1.3871799E-03 ,-1.4252018E-03 ,-1.4628354E-03 ,-1.5000725E-03 ,-1.5369055E-03 ,-1.5733272E-03 ,-1.6093312E-03 ,-1.6449116E-03 ,-1.6800628E-03 ,-1.7147803E-03 ,-1.7490597E-03 ,-1.7828970E-03 ,-1.8162892E-03 ,-1.8492334E-03 ,-1.8817273E-03 ,-1.9137689E-03 ,-1.9453568E-03 ,-1.9764899E-03 
 6.6465946E-13 ,-3.4632032E-05 ,-7.9278969E-05 ,-1.2369012E-04 ,-1.6796452E-04 ,-2.1213960E-04 ,-2.5623037E-04 ,-3.0025888E-04 ,-3.4419352E-04 ,-3.8804533E-04 ,-4.3180846E-04 ,-4.7547568E-04 ,-5.1903797E-04 ,-5.6248740E-04 ,-6.0580433E-04 ,-6.4898263E-04 ,-6.9201000E-04 ,-7.3487318E-04 ,-7.7755880E-04 ,-8.2005303E-04 ,-8.6234174E-04 ,-9.0441093E-04 ,-9.4624638E-04 ,-9.8783396E-04 ,-1.0291598E-03 ,-1.0702105E-03 ,-1.1109721E-03 ,-1.1514321E-03 ,-1.1915775E-03 ,-1.2313964E-03 ,-1.2708771E-03 ,-1.3100084E-03 ,-1.3487798E-03 ,-1.3871813E-03 ,-1.4252033E-03 ,-1.4628370E-03 ,-1.5000743E-03 ,-1.5369075E-03 ,-1.5733294E-03 ,-1.6093336E-03 ,-1.6449142E-03 ,-1.6800656E-03 ,-1.7147833E-03 ,-1.7490629E-03 ,-1.7829005E-03 ,-1.8162929E-03 ,-1.8492374E-03 ,-1.8817315E-03 ,-1.9137733E-03 ,-1.9453614E-03 ,-1.9764948E-03 
 6.6466293E-13 ,-3.4632350E-05 ,-7.9279679E-05 ,-1.2369121E-04 ,-1.6796599E-04 ,-2.1214144E-04 ,-2.5623257E-04 ,-3.0026145E-04 ,-3.4419647E-04 ,-3.8804865E-04 ,-4.3181216E-04 ,-4.7547976E-04 ,-5.1904243E-04 ,-5.6248718E-04 ,-6.0580412E-04 ,-6.4898245E-04 ,-6.9200984E-04 ,-7.3487306E-04 ,-7.7755872E-04 ,-8.2005300E-04 ,-8.6234177E-04 ,-9.0441103E-04 ,-9.4624656E-04 ,-9.8783422E-04 ,-1.0291602E-03 ,-1.0702109E-03 ,-1.1109727E-03 ,-1.1514328E-03 ,-1.1915784E-03 ,-1.2313974E-03 ,-1.2708782E-03 ,-1.3100097E-03 ,-1.3487813E-03 ,-1.3871829E-03 ,-1.4252051E-03 ,-1.4628391E-03 ,-1.5000766E-03 ,-1.5369099E-03 ,-1.5733321E-03 ,-1.6093366E-03 ,-1.6449174E-03 ,-1.6800691E-03 ,-1.7147870E-03 ,-1.7490669E-03 ,-1.7829047E-03 ,-1.8162974E-03 ,-1.8492422E-03 ,-1.8817365E-03 ,-1.9137787E-03 ,-1.9453671E-03 ,-1.9765008E-03 
